"user_id","app_id","ip","time","deviceid"
"1004122",2,"117.136.4.73","2014-09-26 21:06:02",NULL
"1004122",2,"117.136.4.73","2014-09-26 21:06:00",NULL
"1004122",2,"60.223.144.114","2014-09-26 07:52:01",NULL
"1004377",2,"114.241.201.192","2014-10-02 19:10:49",NULL
"1004377",2,"125.34.89.61","2014-10-01 19:23:42",NULL
"1004430",1,"58.209.214.38","2014-10-03 14:07:57",""
"1004430",1,"58.209.214.38","2014-10-03 08:28:52",""
"1004430",1,"58.208.212.26","2014-10-02 18:20:53",""
"1004430",1,"121.228.222.65","2014-09-30 19:04:12",""
"1004430",1,"121.228.222.65","2014-09-30 07:14:20",""
"1004430",1,"49.72.201.244","2014-09-29 18:39:20",""
"1004430",1,"121.239.113.45","2014-09-28 03:03:46",""
"1004430",1,"58.208.180.11","2014-09-27 16:17:16",""
"1004430",1,"58.208.180.11","2014-09-27 12:17:49",""
"1004430",1,"58.208.180.11","2014-09-27 08:35:28",""
"1004430",1,"49.75.254.137","2014-09-25 06:40:47",""
"1004430",1,"180.107.111.164","2014-09-24 16:12:31",""
"1004430",1,"180.107.111.164","2014-09-24 16:12:28",""
"1004430",1,"180.107.111.164","2014-09-24 11:58:36",""
"1004430",1,"114.219.28.61","2014-09-24 01:55:16",""
"1004430",1,"192.168.100.254","2014-09-23 13:14:49",""
"1004430",1,"192.168.100.254","2014-09-23 13:07:58",""
"1004430",1,"192.168.100.254","2014-09-23 07:34:24",""
"1004563",2,"112.228.185.222","2014-09-26 03:06:03","APA91bErd4bmptvLEQHkTmsbmdmqXRrx3V5adQnHHKtNrSwQ4KfUII-Qncc1XyGasyobHs2a8IKiyARTdGQNpvFVSV8zAXP2L_LeQMZYkMUiVV_XvPI-oTJiPMh2VGDwAvYrr6blAZt6b-rrQ4sIQF0t_Drc4tHPlg"
"1004563",2,"101.254.152.163","2014-09-25 12:18:16","APA91bErd4bmptvLEQHkTmsbmdmqXRrx3V5adQnHHKtNrSwQ4KfUII-Qncc1XyGasyobHs2a8IKiyARTdGQNpvFVSV8zAXP2L_LeQMZYkMUiVV_XvPI-oTJiPMh2VGDwAvYrr6blAZt6b-rrQ4sIQF0t_Drc4tHPlg"
"1004563",2,"112.228.185.222","2014-09-23 20:14:05","APA91bErd4bmptvLEQHkTmsbmdmqXRrx3V5adQnHHKtNrSwQ4KfUII-Qncc1XyGasyobHs2a8IKiyARTdGQNpvFVSV8zAXP2L_LeQMZYkMUiVV_XvPI-oTJiPMh2VGDwAvYrr6blAZt6b-rrQ4sIQF0t_Drc4tHPlg"
"1004886",1,"117.136.11.2","2014-10-05 10:19:19",""
"1004886",1,"117.136.11.4","2014-10-02 22:53:26",""
"1004886",1,"120.33.220.22","2014-09-30 17:48:51",""
"1004886",1,"117.136.11.73","2014-09-28 19:57:06",""
"1004886",1,"117.136.11.75","2014-09-27 14:34:31",""
"1004886",1,"117.136.11.3","2014-09-24 10:00:15",""
"1004886",1,"117.136.11.2","2014-09-23 19:37:27",""
"1004886",1,"192.168.100.254","2014-09-23 12:17:23",""
"1004886",1,"192.168.100.254","2014-09-23 12:08:55",""
"1004959",2,"150.255.237.132","2014-10-06 20:52:36",NULL
"1004959",2,"10.115.152.92","2014-10-03 21:51:48",NULL
"1004959",2,"115.231.49.225","2014-09-27 23:51:00",NULL
"1005469",2,"125.88.77.71","2014-10-07 10:22:25","APA91bEm3-6j-of4EI5gRCfpfz0ItudhelhVagH-1m8K2-EB2ys3LFecs4PAB8KxTWeq080XoFk4lduFfC__CoxCoB6dcmv_DLU3gbPpbRoAsXW24vrR8DOW1IBpVxs-WteNz_cSjmN9BzFZFs1m6xxFTnsn-schWg"
"1005469",2,"10.22.254.83","2014-10-06 19:28:12","APA91bEm3-6j-of4EI5gRCfpfz0ItudhelhVagH-1m8K2-EB2ys3LFecs4PAB8KxTWeq080XoFk4lduFfC__CoxCoB6dcmv_DLU3gbPpbRoAsXW24vrR8DOW1IBpVxs-WteNz_cSjmN9BzFZFs1m6xxFTnsn-schWg"
"1005469",2,"110.208.249.25","2014-10-05 22:33:09","APA91bEm3-6j-of4EI5gRCfpfz0ItudhelhVagH-1m8K2-EB2ys3LFecs4PAB8KxTWeq080XoFk4lduFfC__CoxCoB6dcmv_DLU3gbPpbRoAsXW24vrR8DOW1IBpVxs-WteNz_cSjmN9BzFZFs1m6xxFTnsn-schWg"
"1005469",2,"10.115.193.139","2014-10-05 13:45:27","APA91bEm3-6j-of4EI5gRCfpfz0ItudhelhVagH-1m8K2-EB2ys3LFecs4PAB8KxTWeq080XoFk4lduFfC__CoxCoB6dcmv_DLU3gbPpbRoAsXW24vrR8DOW1IBpVxs-WteNz_cSjmN9BzFZFs1m6xxFTnsn-schWg"
